directorio,secuencia_p,orden,age,parentesco,p6210,other_job,sex,estrato1,cotPension,regSalud,cuentaPropia,formal,hoursWorkUsual,ocu,oficio,firm_time,sizeFirm,wage,iof1,iof2,iof6,age2,ln_wage
4577407,1,1,25,1,5,2,1,1,1,1,0,1,48,1,98,48,5,5833.33349609375,0,0,0,625,8.67134389914528
4577407,1,2,33,2,4,2,0,1,2,3,0,0,60,1,53,36,2,3888.88891601562,0,0,0,1089,8.26587877011078
4577407,1,3,18,3,5,2,1,1,2,3,0,0,60,1,97,36,4,2333.33325195312,0,0,0,324,7.75505310449211
4577408,1,1,27,1,4,2,1,2,1,1,1,1,84,1,98,60,1,,0,0,0,729,
4577408,1,2,29,2,4,2,0,2,2,3,1,0,54,1,57,8,4,,0,0,0,841,
4577409,1,1,38,1,5,2,1,2,1,1,0,1,72,1,58,96,5,3564.81469726562,0,0,0,1444,8.17886735317086
4577410,1,1,55,1,5,2,1,3,3,2,1,1,20,1,98,12,1,,0,2500000,3e+05,3025,
4577410,1,4,24,3,6,2,0,3,2,1,0,0,25,1,54,1,1,3733.33325195312,0,0,0,576,8.2250567468168
4577410,1,5,26,9,6,2,1,3,2,1,0,0,3,1,15,31,5,70000,0,0,0,676,11.1562505210315
4577411,1,1,42,1,5,2,1,2,1,1,1,1,96,1,98,48,2,,0,0,0,1764,
4577414,1,1,43,1,5,2,0,2,2,1,1,0,40,1,79,72,3,,0,0,0,1849,
4577414,1,2,21,3,5,2,1,2,2,1,0,0,48,1,97,3,2,,0,0,0,441,
4577415,1,1,29,1,5,2,1,1,1,1,0,1,66,1,45,72,4,2761.96655273438,0,0,0,841,7.92369822409663
4577416,1,1,70,1,6,2,1,2,3,1,1,1,30,1,45,324,1,,0,674000,6e+05,4900,
4577418,1,1,50,1,4,2,0,1,2,3,0,0,8,1,53,3,2,1458.33337402344,0,0,0,2500,7.28504953802539
4577419,1,1,44,1,5,2,0,1,2,3,0,0,36,1,53,144,2,3266.66674804688,0,0,0,1936,8.09152540090286
4577419,1,2,19,3,5,2,1,1,2,3,0,0,48,1,95,1,2,,0,0,0,361,
4577420,1,1,56,1,5,2,0,2,1,1,0,1,40,1,79,10,5,4557.2451171875,0,0,0,3136,8.42447357897409
4577420,1,2,29,3,6,2,0,2,1,1,0,1,40,1,13,12,4,5833.33349609375,0,0,0,841,8.67134389914528
4577423,1,1,58,1,5,2,0,2,2,3,1,0,36,1,53,120,1,,0,0,0,3364,
4577424,1,3,39,3,5,2,0,2,1,1,0,1,48,1,45,0,2,3888.88891601562,0,0,0,1521,8.26587877011078
4577425,1,2,48,3,5,2,1,1,2,3,1,0,36,1,97,8,1,,0,0,0,2304,
4577426,1,3,39,3,5,2,1,2,1,1,0,1,48,1,85,72,5,4375,0,0,0,1521,8.38366179879172
4577426,1,4,41,9,4,2,0,2,2,,0,0,12,1,54,1,1,4861.111328125,0,0,0,1681,8.4890223590924
4577427,1,1,38,1,5,2,0,2,1,1,0,1,48,1,44,70,4,,0,0,0,1444,
4577428,1,1,40,1,4,2,1,2,2,3,0,0,48,1,58,4,3,3888.88891601562,0,0,0,1600,8.26587877011078
4577430,1,2,36,3,6,2,1,3,1,1,0,1,48,1,98,28,5,5833.33349609375,0,0,0,1296,8.67134389914528
4577430,1,3,35,3,6,2,0,3,1,1,0,1,48,1,44,48,5,3986.11108398438,0,0,0,1225,8.29057136892039
4577430,1,5,29,3,6,2,0,3,1,1,0,1,48,1,11,1,5,5833.33349609375,0,0,0,841,8.67134389914528
4577431,1,1,58,1,4,2,1,2,2,1,1,0,56,1,84,432,1,,0,0,0,3364,
4577431,1,2,50,2,3,2,0,2,1,1,0,1,48,1,54,8,1,3797.7041015625,0,0,0,2500,8.24215197932255
4577432,1,1,60,1,5,2,1,2,2,1,1,0,60,1,84,200,2,,0,0,0,3600,
4577433,1,1,47,1,4,2,1,2,1,1,0,1,48,1,95,3,3,3888.88891601562,0,0,0,2209,8.26587877011078
4577434,1,1,27,1,3,2,1,2,1,1,0,1,70,1,77,60,2,2666.66674804688,0,0,0,729,7.88858456251144
4577435,1,1,65,1,5,2,1,2,2,1,1,0,48,1,85,180,1,,0,0,0,4225,
4577435,1,3,29,3,6,2,1,2,1,1,0,1,48,1,30,36,5,,0,0,0,841,
4577436,1,2,27,3,6,2,0,2,1,1,1,1,48,1,6,12,5,,0,0,0,729,
4577439,1,2,54,3,5,2,1,2,1,1,0,1,48,1,39,48,4,,0,0,0,2916,
4577439,1,3,33,9,6,2,0,2,1,1,1,1,48,1,39,48,4,,0,0,0,1089,
4577439,1,6,38,3,6,2,0,2,1,1,0,1,48,1,13,60,4,,0,0,0,1444,
4577440,1,1,30,1,6,2,1,3,1,1,0,1,48,1,3,16,5,9236.111328125,0,0,0,900,9.13087622411818
4577440,1,2,33,2,6,2,0,3,1,1,0,1,48,1,39,3,2,4375,0,0,0,1089,8.38366179879172
4577440,1,4,66,5,3,2,1,3,2,3,1,0,48,1,41,36,1,,0,0,0,4356,
4577442,1,2,58,2,3,2,0,2,2,3,1,0,22,1,55,60,1,,0,0,0,3364,
4577442,1,3,26,3,5,2,0,2,1,1,0,1,48,1,55,8,4,3797.7041015625,0,0,0,676,8.24215197932255
4577443,1,1,44,1,5,2,0,2,2,3,1,0,90,1,45,1,1,,0,0,0,1936,
4577443,2,2,64,2,1,2,0,2,1,1,0,1,48,1,37,72,5,3797.7041015625,0,0,0,4096,8.24215197932255
4577444,1,2,29,3,6,2,0,2,1,1,0,1,40,1,13,2,5,8458.3330078125,0,0,0,841,9.04290738919076
4577445,1,1,59,1,4,2,1,3,1,1,0,1,72,1,58,12,4,3078.70361328125,0,0,0,3481,8.03226388258353
4577446,1,1,44,1,4,2,1,2,1,1,0,1,72,1,58,30,2,3013.88891601562,0,0,0,1936,8.01098652250712
4577448,1,2,51,2,1,2,1,2,2,3,0,0,54,1,95,360,2,,0,0,0,2601,
4577448,1,3,31,3,5,2,0,2,2,1,0,0,54,1,45,0,2,3456.7900390625,0,0,0,961,8.14809570306489
4577449,1,1,36,1,6,2,0,3,1,1,0,1,70,1,97,60,2,2604.13989257812,0,0,0,1296,7.86485772407369
4577449,1,2,43,2,3,2,1,3,1,1,0,1,70,1,98,220,2,,0,0,0,1849,
4577451,1,3,48,3,6,2,0,3,1,1,0,1,48,1,33,16,5,4063.88891601562,0,0,0,2304,8.30989565522717
4577451,1,4,26,4,6,2,0,3,1,1,0,1,48,1,38,9,5,7777.77783203125,0,0,0,676,8.95902595067072
4577451,1,6,35,3,6,2,0,3,1,1,0,1,48,1,33,4,5,5833.33349609375,0,0,0,1225,8.67134389914528
4577453,1,3,43,3,5,2,1,3,2,3,1,0,66,1,97,60,1,,0,0,0,1849,
4577453,1,4,35,3,5,2,0,3,1,1,0,1,53,1,97,36,5,3962.26416015625,0,0,0,1225,8.28457089847263
4577453,1,5,43,9,5,2,1,3,2,1,1,0,60,1,3,96,1,,0,0,0,1849,
4577455,1,1,46,1,6,2,0,1,1,1,1,1,30,1,13,18,1,,0,0,0,2116,
4577455,1,4,44,9,5,2,1,1,2,3,1,0,108,1,98,120,1,,0,0,0,1936,
4577455,1,5,50,9,3,2,1,1,2,3,1,0,108,1,98,420,1,,0,0,0,2500,
4577456,1,1,67,1,3,2,1,2,2,3,1,0,15,1,45,156,1,,0,0,4e+05,4489,
4577456,1,3,36,3,5,2,0,2,1,1,0,1,50,1,32,36,4,4666.66650390625,0,0,0,1296,8.44820028505205
4577457,1,1,37,1,6,2,1,2,1,1,0,1,48,1,87,2,5,5347.22216796875,0,0,0,1369,8.58433248410776
4577458,1,1,38,1,3,2,0,2,1,1,0,1,48,1,38,24,5,,0,0,0,1444,
4577460,1,2,29,2,5,2,1,2,1,1,0,1,70,1,98,32,5,4000,0,0,0,841,8.29404964010203
4577461,1,3,34,3,5,2,1,2,1,1,0,1,48,1,74,24,4,3797.7041015625,0,0,0,1156,8.24215197932255
4577462,1,1,55,1,5,2,1,3,1,1,0,1,48,1,85,240,5,9236.111328125,0,0,0,3025,9.13087622411818
4577462,1,3,25,3,6,2,0,3,1,1,0,1,40,1,44,60,5,,0,0,0,625,
4577463,1,1,61,1,4,2,0,2,3,1,0,1,40,1,54,48,1,1050,0,688000,5e+05,3721,6.95654544315157
4577465,1,1,33,1,3,2,1,2,1,2,0,1,70,1,58,144,5,,0,0,0,1089,
4577466,1,1,58,1,3,2,1,2,2,,1,0,84,1,51,250,2,,0,0,0,3364,
4577466,1,2,56,2,4,2,0,2,2,3,0,0,84,1,53,250,2,,0,0,0,3136,
4577466,1,3,34,3,5,2,0,2,2,1,0,0,24,1,53,3,4,2916.66674804688,0,0,0,1156,7.97819671858534
4577466,1,6,32,3,5,2,1,2,2,,0,0,60,1,51,72,4,,0,0,0,1024,
4577466,1,7,34,9,6,2,1,2,2,,0,0,36,1,86,36,3,,0,0,0,1156,
4577467,1,1,26,1,6,2,0,3,1,1,1,1,60,1,59,36,5,,0,0,0,676,
4577470,1,1,32,1,5,2,1,2,2,3,0,0,66,1,53,12,2,3358.5859375,0,0,0,1024,8.1192753124397
4577471,1,1,53,1,5,2,0,2,1,1,0,1,40,1,53,15,4,4557.2451171875,0,0,0,2809,8.42447357897409
4577471,1,2,28,3,6,2,1,2,2,3,0,0,60,1,84,2,2,1555.55554199219,0,0,0,784,7.34958802254187
4577472,1,1,47,1,5,2,0,2,2,1,1,0,32,1,54,36,1,,0,0,0,2209,
4577472,1,2,21,3,5,2,0,2,1,1,0,1,44,1,33,18,4,4142.9501953125,0,0,0,441,8.32916342059856
4577472,1,4,21,3,6,2,0,2,1,1,0,1,45,1,39,42,5,4050.88452148438,0,0,0,441,8.30669053662121
4577473,1,2,46,3,4,2,1,2,1,1,0,1,48,1,81,24,4,4375,0,0,0,2116,8.38366179879172
4577474,1,1,33,1,4,2,1,2,2,1,0,0,72,1,33,60,3,3726.85180664062,0,0,0,1089,8.22331913658532
4577474,1,2,33,2,5,2,0,2,1,1,0,1,48,1,39,4,5,5347.22216796875,0,0,0,1089,8.58433248410776
4577475,1,1,44,1,5,2,1,2,1,1,0,1,70,1,98,8,5,3000,0,0,0,1936,8.00636756765025
4577475,1,2,32,2,5,2,0,2,1,1,0,1,48,1,55,36,5,3797.7041015625,0,0,0,1024,8.24215197932255
4577476,1,1,40,1,5,2,0,2,2,,0,0,18,1,33,3,2,1037.03698730469,0,0,0,1600,6.94412287519682
4577476,1,2,22,2,5,2,1,2,2,3,1,0,66,1,61,12,4,,0,0,0,484,
4577477,1,1,29,1,6,2,0,3,1,1,0,1,40,1,12,84,5,15166.6669921875,0,0,0,841,9.62685533773384
4577478,1,1,26,1,4,2,0,3,1,1,0,1,60,1,45,24,4,5055.5556640625,0,0,0,676,8.52824304906573
4577478,1,2,26,2,3,2,1,3,2,1,1,0,48,1,41,24,1,,0,0,0,676,
4577479,1,1,27,1,5,2,1,2,1,1,0,1,48,1,58,1,5,4618.0556640625,0,0,0,729,8.43772904355823
4577479,1,2,26,2,4,2,0,2,2,1,1,0,60,1,79,1,3,,0,0,0,676,
4577480,1,3,25,3,5,2,1,2,1,1,0,1,48,1,95,3,2,2916.66674804688,0,0,0,625,7.97819671858534
4577480,1,4,22,3,6,2,0,2,1,1,0,1,50,1,3,48,2,2100,0,0,0,484,7.64969262371151
4577481,1,1,53,1,4,2,0,3,1,1,0,1,48,1,37,240,5,3797.7041015625,0,0,0,2809,8.24215197932255
4577481,1,2,26,3,6,2,1,3,1,1,0,1,48,1,3,11,5,5347.22216796875,0,0,0,676,8.58433248410776
4577481,1,3,28,9,5,2,0,3,1,1,0,1,48,1,88,60,4,3797.7041015625,0,0,0,784,8.24215197932255
4577482,1,2,43,2,6,2,0,2,1,1,1,1,48,1,59,12,5,,0,0,0,1849,
4577484,1,1,47,1,3,2,0,2,1,1,0,1,40,1,54,37,1,5250,0,0,0,2209,8.56598335558567
4577486,1,1,55,1,3,2,0,2,1,1,0,1,48,1,55,54,3,3797.7041015625,0,0,0,3025,8.24215197932255
4577487,1,1,49,1,5,2,1,3,1,1,0,1,48,1,58,72,5,5376.388671875,0,0,0,2401,8.58977217718544
4577487,1,2,44,2,6,2,0,3,1,1,0,1,48,1,39,9,4,4375,0,0,0,1936,8.38366179879172
4577488,1,1,20,1,4,2,1,2,2,1,0,0,48,1,97,3,2,1555.55554199219,0,0,0,400,7.34958802254187
4577488,1,2,18,2,4,2,0,2,1,1,0,1,48,1,55,6,5,3797.7041015625,0,0,0,324,8.24215197932255
4577489,1,1,38,1,6,2,0,1,1,1,0,1,48,1,58,12,5,5201.388671875,0,0,0,1444,8.55668092120106
4577489,1,3,23,5,6,2,0,1,2,1,1,0,24,1,6,2,2,,0,0,0,529,
4577490,1,1,27,1,5,2,1,2,1,1,0,1,48,1,58,12,4,5833.33349609375,0,0,0,729,8.67134389914528
4577490,1,2,35,2,5,2,0,2,2,1,0,0,55,1,79,3,5,3314.36010742188,0,0,0,1225,8.10601985455205
4577491,1,1,72,1,4,2,0,3,2,1,1,0,30,1,94,180,1,,0,0,550000,5184,
4577491,1,2,71,5,4,2,1,3,2,1,1,0,40,1,98,84,1,,0,0,0,5041,
4577492,1,1,29,1,5,2,1,2,1,1,0,1,48,1,97,17,5,4370.138671875,0,0,0,841,8.38255002028067
4577493,1,1,45,1,3,2,0,1,1,1,0,1,48,1,55,2,4,3888.88891601562,0,0,0,2025,8.26587877011078
4577493,1,2,23,3,6,2,0,1,1,1,0,1,40,1,44,8,5,6416.66650390625,0,0,0,529,8.76665402568256
4577494,1,2,19,3,6,2,1,2,2,3,1,0,6,1,57,6,1,,0,0,0,361,
4577495,1,1,50,1,3,2,1,1,2,3,1,0,40,1,84,240,1,,0,0,0,2500,
4577495,1,5,21,9,5,2,1,1,2,,1,0,48,1,45,12,1,,0,0,0,441,
4577496,1,1,33,1,5,2,1,2,1,1,0,1,50,1,58,14,4,6066.66650390625,0,0,0,1089,8.71056455756814
4577496,1,2,30,2,5,2,0,2,1,1,0,1,48,1,45,16,5,3797.7041015625,0,0,0,900,8.24215197932255
4577497,1,1,37,1,5,2,0,2,1,1,0,1,50,1,58,0,5,3645.7958984375,0,0,0,1369,8.2013299740879
4577498,1,1,43,1,5,2,1,2,2,,1,0,40,1,98,84,1,,0,0,0,1849,
4577499,1,2,41,3,6,2,1,4,1,1,1,1,48,1,39,12,5,,0,0,0,1681,
4577500,1,1,29,1,5,2,1,2,1,1,0,1,48,1,84,6,5,3797.7041015625,0,0,0,841,8.24215197932255
4577500,1,2,32,2,5,2,0,2,1,1,0,1,48,1,97,15,5,3797.7041015625,0,0,0,1024,8.24215197932255
4577502,1,1,38,1,5,2,1,1,2,3,1,0,60,1,95,6,1,,0,0,0,1444,
4577503,1,1,46,1,5,2,1,3,1,1,1,1,48,1,95,3,1,,0,0,0,2116,
4577504,1,1,53,1,5,2,1,2,1,1,1,1,70,1,98,7,1,,0,0,0,2809,
4577504,1,2,52,2,4,2,0,2,2,3,1,0,8,1,79,120,1,,0,0,0,2704,
4577504,1,4,19,3,5,2,1,2,2,3,0,0,48,1,38,3,5,3797.7041015625,0,0,0,361,8.24215197932255
4577505,1,1,32,1,5,2,0,2,1,1,0,1,50,1,54,3,1,3645.7958984375,0,0,0,1024,8.2013299740879
4577505,1,2,37,2,6,2,1,2,1,1,0,1,60,1,39,120,5,4413.888671875,0,0,0,1369,8.39251136490255
4577507,1,3,37,3,3,2,0,1,2,3,1,0,24,1,45,120,1,,0,0,0,1369,
4577507,1,1,63,1,3,2,0,1,2,3,1,0,48,1,55,240,1,,0,0,0,3969,
4577507,1,2,64,2,3,2,1,1,2,3,1,0,40,1,98,120,2,,0,0,0,4096,
4577508,1,1,54,1,3,2,0,1,1,1,0,1,48,1,79,180,4,3797.7041015625,0,0,0,2916,8.24215197932255
4577508,1,2,31,3,4,2,1,1,1,1,0,1,48,1,97,48,4,,0,0,0,961,
4577509,1,1,53,1,4,2,1,2,2,1,0,0,50,1,84,180,2,,0,0,3e+05,2809,
4577509,1,3,26,3,6,2,1,2,2,,1,0,48,1,98,24,1,,0,0,0,676,
4577509,1,4,24,3,5,2,1,2,2,1,0,0,45,1,84,60,2,2592.59252929688,0,0,0,576,7.86041363061311
4577510,1,1,35,1,5,2,1,2,1,1,0,1,36,1,97,10,5,5063.60546875,0,0,0,1225,8.52983405177433
4577510,1,2,38,2,5,2,0,2,1,1,0,1,48,1,55,2,4,3797.7041015625,0,0,0,1444,8.24215197932255
4577511,1,1,27,1,5,2,0,2,1,1,0,1,80,1,59,3,3,2278.62255859375,0,0,0,729,7.73132639841414
4577511,1,3,29,5,5,2,1,2,1,1,0,1,48,1,58,60,5,5833.33349609375,0,0,0,841,8.67134389914528
4577512,1,1,35,1,1,2,1,2,2,,1,0,66,1,45,60,1,,0,0,0,1225,
4577513,1,1,43,1,5,2,1,2,2,3,1,0,50,1,95,3,1,,0,0,0,1849,
4577513,1,2,36,2,5,2,0,2,1,3,1,0,40,1,54,120,1,,0,0,0,1296,
4577513,1,3,18,3,5,2,1,2,2,3,0,0,51,1,84,18,2,2287.58178710938,0,0,0,324,7.73525055043812
4577514,1,1,38,1,6,2,0,2,1,1,1,1,40,1,2,6,5,,0,0,0,1444,
4577514,1,2,52,2,6,2,1,2,1,1,0,1,40,1,39,104,5,16916.666015625,0,0,0,2704,9.7360545697507
4577515,1,1,65,1,4,2,1,2,2,3,1,0,72,1,98,24,1,,0,0,0,4225,
4577516,1,1,33,1,4,2,1,2,1,1,0,1,48,1,99,81,5,5104.16650390625,0,0,0,1089,8.53781244673122
4577517,1,1,54,1,6,2,1,3,1,1,1,1,30,1,3,36,2,,0,0,430000,2916,
4577520,1,1,61,1,5,2,0,1,3,1,1,1,50,1,54,3,1,,0,1200000,150000,3721,
4577520,1,2,23,7,6,2,0,1,1,1,0,1,48,1,39,36,5,3797.7041015625,0,0,0,529,8.24215197932255
4577521,1,1,46,1,4,2,1,1,2,1,0,0,50,1,95,12,2,,0,0,0,2116,
4577522,1,1,30,1,5,2,0,1,1,1,0,1,48,1,58,24,5,3797.7041015625,0,0,0,900,8.24215197932255
4577529,1,1,40,1,5,2,1,2,1,1,0,1,48,1,58,60,5,,0,0,0,1600,
4577529,1,2,38,2,5,2,0,2,1,1,0,1,48,1,59,14,5,4846.52783203125,0,0,0,1444,8.48601781662354
4577529,1,3,19,3,6,2,0,2,1,1,0,1,40,1,3,24,5,8925,0,0,0,361,9.09661160664784
4580982,1,1,39,1,4,2,1,1,2,1,0,0,50,1,95,20,4,5226.66650390625,0,0,0,1521,8.5615289740959
4580983,1,1,43,1,5,2,0,2,1,1,0,1,48,1,62,60,5,3797.7041015625,0,0,0,1849,8.24215197932255
4580983,1,2,41,2,5,2,1,2,1,1,0,1,60,1,58,120,5,4666.66650390625,0,0,0,1681,8.44820028505205
4580983,1,3,19,3,5,2,1,2,1,1,0,1,48,1,59,1,5,,0,0,0,361,
4582987,1,1,48,1,4,2,1,2,2,3,1,0,72,1,57,180,2,,0,0,0,2304,
4582987,1,2,50,2,3,2,0,2,2,3,1,0,24,1,57,3,2,,0,0,0,2500,
4582988,1,1,24,1,6,2,0,2,1,1,0,1,50,1,45,2,2,4200,0,0,0,576,8.34283980427146
4582990,1,1,43,1,5,2,1,3,1,1,0,1,60,1,53,6,4,4666.66650390625,0,0,0,1849,8.44820028505205
4582990,1,2,27,2,5,2,0,3,1,1,0,1,48,1,44,2,5,4375,0,0,0,729,8.38366179879172
4584368,1,1,62,1,3,2,1,3,2,1,1,0,40,1,87,36,1,,0,0,0,3844,
4584369,1,1,43,1,5,2,1,3,2,1,1,0,48,1,79,24,1,,0,0,0,1849,
4584369,1,2,30,2,5,2,0,3,1,1,0,1,48,1,45,12,4,3888.88891601562,0,0,0,900,8.26587877011078
4584370,1,1,37,1,6,2,0,3,1,1,0,1,48,1,97,120,5,3797.7041015625,0,0,0,1369,8.24215197932255
4584370,1,2,41,2,3,2,1,3,2,1,0,0,60,1,98,24,5,4666.66650390625,0,0,0,1681,8.44820028505205
4584371,1,7,18,3,5,2,1,3,2,,0,0,48,1,99,1,4,2333.33325195312,0,0,0,324,7.75505310449211
4584371,1,3,26,3,6,2,0,3,1,1,0,1,48,1,38,4,5,3976.38891601562,0,0,0,676,8.2881293788921
4584373,1,2,51,2,3,2,0,3,2,3,0,0,40,1,54,108,1,4557.2451171875,0,0,0,2601,8.42447357897409
4584373,1,3,32,3,5,2,0,3,1,1,0,1,48,1,45,36,5,3888.88891601562,0,0,0,1024,8.26587877011078
4584373,1,4,32,9,5,2,1,3,1,1,0,1,48,1,53,60,4,7534.72216796875,0,0,0,1024,8.92727723818024
4584374,1,1,43,1,5,2,1,2,1,1,0,1,48,1,98,120,5,7291.66650390625,0,0,0,1849,8.89448740023628
4584375,1,2,41,2,4,2,0,2,2,1,1,0,48,1,57,84,2,,0,0,0,1681,
4584375,1,1,33,1,4,2,1,2,1,1,0,1,48,1,95,6,2,3888.88891601562,0,0,0,1089,8.26587877011078
4584376,1,1,54,1,4,2,1,1,2,3,1,0,48,1,81,180,1,,0,0,0,2916,
4584377,1,2,33,2,3,2,0,1,2,3,0,0,6,1,36,2,5,4666.66650390625,0,0,0,1089,8.44820028505205
4584377,1,1,41,1,3,2,1,1,1,1,0,1,51,1,89,60,4,3574.30981445312,0,0,0,1681,8.18152737759561
4584379,1,1,61,1,4,2,0,2,2,1,1,0,72,1,45,180,1,,0,0,0,3721,
4584379,2,1,41,1,5,2,0,2,1,1,0,1,48,1,39,2,4,3797.7041015625,0,0,0,1681,8.24215197932255
4584379,2,2,21,3,6,2,1,2,1,1,0,1,48,1,33,3,4,3797.7041015625,0,0,0,441,8.24215197932255
4584380,1,2,34,3,6,2,1,2,2,3,1,0,40,1,3,96,1,,0,0,0,1156,
4584381,1,1,67,1,3,2,0,1,2,3,0,0,36,1,99,132,5,1944.44445800781,0,0,150000,4489,7.57273158955083
4584382,1,1,61,1,5,2,1,2,1,1,0,1,48,1,58,24,4,,0,0,0,3721,
4584382,1,3,29,3,5,2,0,2,2,3,1,0,14,1,13,6,1,,0,0,0,841,
4584382,1,4,26,3,5,2,0,2,2,3,1,0,6,1,13,48,1,,0,0,0,676,
4584383,1,1,37,1,5,2,1,2,1,1,0,1,48,1,58,1,5,4375,0,0,0,1369,8.38366179879172
4584384,1,1,33,1,4,2,1,1,2,1,1,0,50,1,98,30,1,,0,0,2e+05,1089,
4584384,1,2,31,2,5,2,0,1,2,1,1,0,20,1,41,24,1,,0,0,0,961,
4584385,1,1,57,1,3,2,0,3,2,3,0,0,24,1,54,3,1,4083.33325195312,0,0,0,3249,8.31466890737492
4584386,1,4,31,9,6,2,1,3,1,1,0,1,48,1,3,96,5,25277.77734375,0,0,0,961,10.1376809228666
4584386,1,1,59,1,6,2,1,3,3,1,0,1,45,1,21,60,5,57037.03515625,0,3015000,0,3481,10.9514560754106
4584386,1,3,30,3,6,2,0,3,1,1,0,1,48,1,70,96,5,24305.5546875,0,0,0,900,10.0984601911694
4584388,1,2,24,3,5,2,1,1,1,1,0,1,48,1,58,36,5,4375,0,0,0,576,8.38366179879172
4584388,1,1,51,1,3,2,1,1,1,1,0,1,48,1,58,120,5,4375,0,0,0,2601,8.38366179879172
4584388,1,3,26,3,5,2,0,1,1,1,0,1,48,1,39,7,5,3797.7041015625,0,0,0,676,8.24215197932255
4584389,1,4,26,5,5,2,1,2,1,1,0,1,48,1,83,1,4,5104.16650390625,0,0,0,676,8.53781244673122
4584389,1,1,46,1,3,2,0,2,1,1,0,1,48,1,55,204,5,3797.7431640625,0,0,0,2116,8.24216226508944
4584389,1,3,23,3,5,2,0,2,1,1,0,1,48,1,45,2,5,3797.7041015625,0,0,0,529,8.24215197932255
4584390,1,3,25,3,5,2,0,2,1,1,0,1,48,1,53,4,5,3797.7041015625,0,0,0,625,8.24215197932255
4584390,1,1,61,1,3,2,1,2,2,3,1,0,35,1,95,580,1,,0,0,0,3721,
4584391,1,2,51,2,3,2,0,1,2,,1,0,18,1,55,3,1,,0,0,0,2601,
4584391,1,3,22,3,5,2,1,1,1,1,0,1,45,1,3,1,4,5185.18505859375,0,0,0,484,8.55356081117305
4584392,1,1,33,1,4,2,1,1,2,3,1,0,70,1,99,6,1,,0,0,0,1089,
4584393,1,2,60,3,6,2,1,2,1,1,0,1,40,1,39,1,5,5378.33349609375,0,0,0,3600,8.59013384608019
4584394,1,1,54,1,6,2,1,2,1,1,0,1,50,1,2,60,5,6533.33349609375,0,0,0,2916,8.78467258146281
4584394,1,2,57,2,6,2,0,2,1,1,0,1,48,1,39,60,5,3888.88891601562,0,0,0,3249,8.26587877011078
4584395,1,2,28,3,6,2,0,2,1,1,1,1,48,1,2,3,5,,0,0,0,784,
4584396,1,1,36,1,5,2,0,2,1,1,0,1,48,1,33,12,2,3888.88891601562,0,0,0,1296,8.26587877011078
4584396,1,2,54,2,4,2,1,2,2,1,1,0,48,1,95,120,1,,0,0,0,2916,
4584397,1,2,19,3,5,2,0,2,2,3,1,0,60,1,77,12,3,,0,0,0,361,
4584397,1,1,38,1,5,2,0,2,2,3,1,0,49,1,99,120,3,,0,0,0,1444,
4584398,1,2,68,2,3,2,0,2,2,3,0,0,30,1,53,3,3,2333.33325195312,0,0,0,4624,7.75505310449211
4584399,1,2,42,2,6,2,0,2,1,1,0,1,40,1,54,22,4,4557.2451171875,0,0,0,1764,8.42447357897409
4584399,1,1,49,1,4,2,1,2,2,1,1,0,84,1,41,5,1,,0,0,0,2401,
4584400,1,1,33,1,6,2,1,2,1,1,0,1,48,1,3,96,5,6066.66650390625,0,0,0,1089,8.71056455756814
4584400,1,2,35,2,6,2,0,2,1,1,0,1,56,1,45,12,5,4583.33349609375,0,0,0,1225,8.43018184993797
4584401,1,2,36,2,3,2,0,2,1,1,0,1,48,1,79,12,5,3888.88891601562,0,0,0,1296,8.26587877011078
4584401,1,1,33,1,5,2,1,2,1,1,0,1,48,1,79,4,5,3888.88891601562,0,0,0,1089,8.26587877011078
4584403,1,5,18,3,6,2,0,1,2,1,0,0,20,1,39,5,5,5833.33349609375,0,0,0,324,8.67134389914528
4584403,1,3,25,3,6,2,1,1,2,,0,0,20,1,39,18,5,5833.33349609375,0,0,0,625,8.67134389914528
4584403,1,6,27,3,5,2,1,1,1,1,0,1,50,1,70,7,5,7933.33349609375,0,0,0,729,8.97882859150748
4584405,1,1,42,1,3,2,0,1,1,1,0,1,48,1,55,36,2,3797.7041015625,0,0,0,1764,8.24215197932255
4584405,1,2,37,2,5,2,1,1,1,1,0,1,48,1,84,60,5,,0,0,0,1369,
4584406,1,4,19,3,5,2,1,2,2,,0,0,48,1,95,8,2,5347.22216796875,0,0,0,361,8.58433248410776
4584406,1,1,47,1,3,2,1,2,2,,0,0,60,1,95,12,2,,0,0,0,2209,
4584406,1,3,20,3,5,2,1,2,2,,1,0,55,1,41,12,2,,0,0,0,400,
4584407,1,1,45,1,5,2,0,2,2,3,1,0,48,1,79,120,1,,0,0,0,2025,
4584407,1,2,23,5,5,2,1,2,2,,1,0,30,1,79,30,2,,0,0,0,529,
4584408,1,2,41,2,5,2,0,2,1,1,0,1,24,1,55,92,4,3797.7041015625,0,0,0,1681,8.24215197932255
4584408,1,1,45,1,4,2,1,2,2,1,1,0,48,1,93,94,1,,0,0,0,2025,
4584409,1,1,37,1,3,2,0,2,1,,0,0,40,1,54,15,1,4557.2451171875,0,0,0,1369,8.42447357897409
4584410,1,2,42,2,5,2,0,2,2,1,1,0,48,1,79,3,2,,0,0,0,1764,
4584410,1,1,52,1,6,2,1,2,1,1,0,1,48,1,58,24,5,6222.22216796875,0,0,0,2704,8.73588238366176
4584410,1,3,20,5,5,2,1,2,1,1,0,1,48,1,58,6,4,,0,0,0,400,
