directorio,secuencia_p,orden,age,parentesco,p6210,other_job,sex,estrato1,cotPension,regSalud,cuentaPropia,formal,hoursWorkUsual,ocu,oficio,firm_time,sizeFirm,wage,iof1,iof2,iof6
4521237,1,1,50,1,4,2,0,3,1,1,0,1,48,1,53,336,4,3586.12426757812,0,0,0
4521237,1,2,30,3,6,2,0,3,1,1,0,1,48,1,13,48,4,4861.111328125,0,0,0
4521239,1,1,40,1,5,2,1,2,1,1,0,1,48,1,98,48,5,3586.12426757812,0,0,0
4521239,1,2,34,2,4,2,0,2,1,1,0,1,25,1,32,6,2,4666.66650390625,0,0,0
4521243,1,1,23,1,5,2,1,2,2,,0,0,48,1,85,48,2,4472.22216796875,0,0,0
4521243,1,2,23,2,6,2,0,2,1,1,0,1,55,1,37,12,5,3129.70849609375,0,0,0
4521244,1,1,38,1,6,1,0,2,2,1,1,0,48,1,44,6,3,4508.02502147442,0,0,0
4521245,1,1,54,1,4,2,0,2,2,3,1,0,54,1,45,180,1,3499.6157515617,0,0,0
4521245,1,2,37,3,5,2,0,2,2,3,1,0,48,1,45,120,1,2373.55436920364,0,0,0
4521246,1,1,47,1,3,2,1,2,2,3,1,0,77,1,99,120,3,266.421965693625,0,0,0
4521246,1,2,45,2,4,2,0,2,2,3,0,0,55,1,54,3,1,848.48486328125,0,0,0
4521246,1,3,18,3,4,2,0,2,2,3,0,0,56,1,45,8,2,2083.33325195312,0,0,0
4521247,1,2,40,2,6,2,0,2,2,3,0,0,40,1,79,6,2,2686.68209116975,0,0,0
4521248,1,1,40,1,6,2,1,3,1,1,1,1,60,1,2,144,4,14581.6850061976,0,0,0
4521248,1,2,37,2,6,1,0,3,1,1,0,1,48,1,2,48,5,34027.77734375,0,0,0
4521248,1,4,41,9,5,2,0,3,1,1,0,1,48,1,39,12,5,4375,0,0,0
4521250,1,1,33,1,6,2,0,2,2,1,0,0,60,1,51,84,2,1687.31453181236,0,0,0
4521250,1,2,26,9,5,2,0,2,1,1,0,1,48,1,53,28,4,6805.5556640625,0,0,0
4521252,1,1,29,1,6,2,1,3,1,1,0,1,48,1,21,60,5,12638.888671875,0,0,0
4521252,1,2,28,2,6,2,0,3,1,1,0,1,48,1,21,60,3,5833.33349609375,0,0,0
4521253,1,1,52,1,3,2,0,2,2,1,1,0,42,1,45,36,1,996.222057842556,0,0,0
4521253,1,3,30,3,5,2,1,2,2,1,0,0,42,1,45,9,2,7777.77783203125,0,0,0
4521253,1,4,28,3,6,1,0,2,2,1,1,0,30,1,21,11,5,7581.56996520952,0,0,0
4521254,1,1,36,1,3,2,0,2,2,3,1,0,30,1,55,72,1,2554.04271872784,0,0,0
4521255,1,2,55,2,3,2,0,2,2,3,1,0,24,1,55,240,1,5202.94228756216,0,0,0
4521255,1,3,28,3,5,2,1,2,1,1,0,1,48,1,97,15,5,3586.12426757812,0,0,0
4521255,1,4,22,3,5,2,0,2,1,1,0,1,48,1,59,20,2,3586.12426757812,0,0,0
4521256,1,1,25,1,6,2,1,2,1,1,0,1,48,1,39,24,5,4861.111328125,0,0,0
4521256,1,2,23,2,6,2,0,2,2,3,0,0,48,1,38,8,2,3402.77783203125,0,0,0
4521257,1,1,59,1,6,2,1,3,1,1,0,1,40,1,12,396,5,48416.66796875,0,0,0
4521257,1,3,25,3,6,2,1,3,1,1,0,1,48,1,39,12,5,7777.77783203125,0,0,0
4521258,1,2,54,2,6,2,0,3,1,1,0,1,48,1,11,48,5,31500,0,0,0
4521259,1,1,67,1,4,2,1,3,2,1,0,0,60,1,98,1,2,7408.53537183426,0,0,6e+05
4521259,1,2,36,2,6,2,0,3,1,1,0,1,48,1,11,144,5,7291.66650390625,0,0,0
4521260,1,3,41,3,6,2,1,3,1,1,0,1,48,1,21,24,4,12321.7459399788,0,0,0
4521261,1,1,48,1,6,2,0,3,1,1,0,1,48,1,39,6,4,3586.12426757812,0,0,0
4521263,1,2,52,2,5,2,0,3,2,1,0,0,80,1,53,228,2,5007.62139383532,0,0,0
4521263,1,3,40,3,6,2,1,3,1,1,0,1,48,1,8,60,5,14451.1424427965,0,0,0
4521264,1,1,55,1,5,2,1,2,2,1,1,0,50,1,53,48,2,4475.99839122976,0,0,0
4521264,1,2,50,2,5,2,0,2,2,1,1,0,50,1,53,60,2,1894.59950989318,0,0,0
4521264,1,3,28,3,6,2,1,2,1,1,1,1,40,1,13,0,5,9178.33508789921,0,0,0
4521264,1,4,24,3,6,2,1,2,1,1,1,1,48,1,3,2,5,8269.91353073403,0,0,0
4521265,1,1,60,1,4,2,0,2,1,1,0,1,48,1,55,56,5,3586.12426757812,0,0,0
4521266,1,1,50,1,6,2,1,3,1,1,0,1,70,1,58,180,5,13333.3330078125,0,0,0
4521266,1,2,48,2,6,2,0,3,1,1,0,1,56,1,2,120,5,33333.33203125,0,0,0
4521267,1,1,54,1,5,2,1,2,1,1,0,1,48,1,98,36,5,5833.33349609375,0,0,0
4521268,1,1,39,1,6,2,1,3,1,1,0,1,48,1,2,12,5,24305.5546875,0,0,0
4521268,1,2,36,2,6,2,0,3,1,1,0,1,48,1,19,12,5,14583.3330078125,0,0,0
4521269,1,1,38,1,6,2,1,3,1,1,0,1,45,1,11,13,5,14518.5185546875,0,0,0
4521269,1,2,32,2,6,2,0,3,1,1,0,1,40,1,6,36,5,16333.3330078125,0,0,0
4521270,1,1,59,1,3,2,0,2,2,1,0,0,48,1,53,24,3,4375,0,0,0
4521270,1,2,29,3,6,2,0,2,2,3,1,0,10,1,80,24,3,6127.76145452046,0,0,0
4521271,1,2,56,3,5,2,1,3,1,1,0,1,48,1,59,3,5,3888.88891601562,0,0,0
4521271,1,3,61,9,6,2,0,3,1,1,1,1,24,1,45,9,1,7690.52356485828,0,0,0
4521272,1,1,57,1,5,2,0,3,1,1,0,1,48,1,39,360,5,7777.77783203125,0,0,0
4521272,1,3,23,3,6,2,0,3,1,1,0,1,48,1,13,6,4,5833.33349609375,0,0,0
4521274,1,2,62,2,6,2,1,4,1,1,1,1,40,1,59,48,1,14399.5740144186,0,0,0
4521275,1,1,31,1,5,2,0,3,2,1,0,0,70,1,53,16,4,2459.056640625,0,0,0
4521275,2,1,21,1,5,2,0,3,2,1,0,0,70,1,45,12,3,2459.056640625,0,0,0
4521276,1,3,60,3,4,2,1,3,2,1,1,0,72,1,98,16,1,887.820713955791,0,0,0
4521276,1,4,35,4,6,2,0,3,1,1,0,1,60,1,97,60,5,2868.8994140625,0,0,0
4521277,1,3,57,3,6,2,0,3,1,1,0,1,40,1,13,216,4,14669.8820897064,0,0,0
4521277,1,4,75,9,6,2,1,3,2,1,1,0,48,1,44,240,1,8849.32024562497,0,0,0
4521278,1,1,37,1,6,2,1,2,1,1,0,1,45,1,12,42,5,12444.4443359375,0,0,0
4521278,1,2,40,2,6,1,0,2,2,1,0,0,30,1,39,2,4,11666.6669921875,0,0,0
4521279,1,1,35,1,5,2,1,2,2,1,0,0,65,1,51,42,2,2692.3076171875,0,0,0
4521280,1,2,35,2,6,2,0,3,1,1,1,1,40,1,12,80,5,13960.6091476715,0,0,0
4521281,1,1,45,1,4,2,1,2,1,1,0,1,48,1,58,36,4,5833.33349609375,0,0,380000
4521281,1,2,45,2,4,2,0,2,1,1,0,1,48,1,55,60,5,3888.88891601562,0,0,0
4521281,1,4,19,3,6,2,1,2,2,1,0,0,20,1,33,2,4,3500,0,0,0
4521283,1,3,40,3,6,2,0,4,1,1,0,1,40,1,3,8,3,4303.34912109375,0,0,0
4521283,1,5,37,3,6,2,0,4,2,3,1,0,42,1,17,24,1,12365.1795573946,0,0,0
4521284,1,1,47,1,5,2,1,2,1,1,0,1,48,1,97,84,5,4131.9443359375,0,0,0
4521284,1,2,43,2,5,2,0,2,1,1,1,1,48,1,45,120,1,2253.96067530013,0,0,0
4521285,1,1,55,1,6,2,1,4,1,1,0,1,55,1,12,216,4,20682.4131260027,0,0,0
4521285,1,2,48,2,6,2,0,4,1,1,0,1,40,1,21,24,5,18264.5018746422,0,0,0
4521287,1,1,48,1,4,2,0,3,2,3,0,0,40,1,45,36,2,4375,0,0,0
4521288,1,2,35,3,6,2,0,3,1,1,0,1,48,1,77,168,5,12152.77734375,0,0,0
4521289,1,2,38,3,5,2,1,2,1,2,0,1,56,1,58,180,5,5000,0,0,0
4521291,1,3,53,3,6,2,1,4,1,1,0,1,40,1,12,384,5,19833.333984375,0,0,0
4521292,1,4,56,3,6,2,1,4,1,1,1,1,48,1,84,336,1,13442.0709075893,0,0,0
4521292,1,5,56,3,5,2,1,4,2,1,1,0,48,1,85,360,1,11702.1596900423,0,0,0
4521292,1,7,58,6,3,2,0,4,1,1,0,1,48,1,54,444,1,3586.12426757812,0,0,0
4521293,1,2,66,2,3,2,1,2,1,1,0,1,48,1,58,8,2,3500,0,0,0
4521294,1,1,50,1,6,2,1,4,1,1,0,1,55,1,21,348,5,33939.39453125,0,0,2e+06
4521294,1,2,51,2,6,2,0,4,1,1,0,1,48,1,33,96,5,13125,0,0,0
4521295,1,2,29,5,6,2,0,3,1,1,1,1,25,1,45,70,1,7843.73721368697,0,0,0
4521296,1,3,20,3,5,2,1,3,2,1,1,0,32,1,59,11,1,5624.31943251516,0,0,0
4521297,1,1,62,1,5,2,1,3,2,3,0,0,18,1,79,0,2,518.518493652344,0,0,150000
4521297,1,2,57,2,4,2,0,3,2,3,0,0,18,1,54,24,1,1866.66662597656,0,0,0
4521297,1,3,28,3,5,2,0,3,2,3,0,0,16,1,80,0,2,6416.66650390625,0,0,0
4521298,1,1,54,1,4,2,1,3,2,1,1,0,48,1,93,120,1,5702.38071437208,0,0,0
4521298,1,3,32,3,6,2,0,3,1,2,0,1,48,1,13,12,5,14097.22265625,0,0,0
4521299,1,2,23,3,6,2,1,2,2,1,0,0,6,1,45,48,2,7450.01638497002,0,0,0
4521299,1,3,22,3,6,2,0,2,2,1,0,0,6,1,45,48,2,5290.44368027419,0,0,0
4521299,1,4,19,3,6,2,0,2,2,1,0,0,28,1,45,48,2,2402.41467095544,0,0,0
4521300,1,1,26,1,5,2,1,2,2,,0,0,54,1,95,1,2,4320.98779296875,0,0,0
4521300,1,2,36,2,3,2,0,2,1,1,0,1,45,1,54,1,1,3825.19921875,0,0,0
4521301,1,2,37,3,5,2,1,1,1,1,0,1,48,1,95,2,4,3586.12426757812,0,0,0
4521302,1,1,25,1,3,2,1,1,2,3,0,0,50,1,84,80,5,4666.66650390625,0,0,0
4521303,1,2,28,2,6,2,0,2,2,3,0,0,15,1,39,6,4,4666.66650390625,0,0,0
4521307,1,1,55,1,4,2,0,2,1,3,1,0,48,1,55,120,1,4503.67556431997,0,0,0
4521307,1,2,27,3,6,2,1,2,1,1,0,1,48,1,33,4,4,3888.88891601562,0,0,0
4521307,1,3,19,5,6,2,0,2,2,1,0,0,48,1,33,6,5,3586.12426757812,0,0,0
4521308,1,2,37,3,5,2,0,3,1,1,0,1,48,1,45,18,2,3586.12426757812,0,0,0
4521309,1,1,23,1,5,2,1,1,1,1,0,1,48,1,87,14,5,5833.33349609375,0,0,0
4521310,1,2,48,2,4,2,0,3,1,1,0,1,48,1,55,2,5,3586.12426757812,0,0,0
4521311,1,2,47,3,5,2,0,3,1,1,0,1,48,1,97,36,5,3586.12426757812,0,0,0
4521312,1,1,33,1,5,2,1,3,2,3,0,0,48,1,53,36,3,2916.66674804688,0,0,0
4521312,1,2,33,2,5,2,0,3,2,3,0,0,48,1,53,24,3,2430.5556640625,0,0,0
4521312,1,5,47,5,4,2,1,3,2,3,0,0,48,1,87,58,2,3159.72216796875,0,0,0
4521313,1,1,54,1,3,2,0,2,1,1,0,1,40,1,54,144,1,4083.33325195312,0,0,0
4521315,1,1,35,1,5,2,1,2,1,1,0,1,48,1,95,36,4,5347.22216796875,0,0,0
4521315,1,3,31,3,4,2,1,2,1,1,0,1,48,1,39,3,4,3586.12426757812,0,0,0
4521316,1,2,32,2,6,2,1,1,1,1,0,1,48,1,87,18,2,4861.111328125,0,0,0
4521317,1,1,67,1,3,2,1,3,3,1,0,1,48,1,85,72,5,7997.03381805595,0,0,0
4521317,1,2,57,2,6,2,0,3,2,1,1,0,20,1,12,240,1,13662.2533189631,0,0,0
4521317,1,3,30,3,6,2,1,3,1,1,0,1,40,1,16,15,2,8166.66650390625,0,0,0
4521319,1,1,47,1,5,2,1,1,2,3,1,0,35,1,45,180,1,3038.39826397005,0,0,0
4521320,1,1,45,1,5,2,1,3,2,1,1,0,30,1,98,2,1,6483.48877401386,0,0,0
4521321,1,1,52,1,6,2,1,2,2,1,0,0,48,1,85,140,2,4428.89936887094,0,0,0
4521321,1,2,41,2,5,2,0,2,2,1,0,0,48,1,84,96,2,3645.83325195312,0,0,0
4521322,1,1,34,1,4,2,0,3,1,1,0,1,48,1,53,24,2,3500,0,0,0
4521324,1,1,32,1,5,2,1,2,1,1,0,1,48,1,95,1,2,3586.12426757812,0,0,0
4521325,1,1,32,1,6,2,1,3,1,1,0,1,72,1,97,6,5,6287.037109375,0,0,0
4521325,1,2,28,2,6,2,0,3,1,1,0,1,40,1,33,2,5,4303.34912109375,0,0,0
4521326,1,1,35,1,5,2,1,1,1,1,0,1,48,1,58,8,5,5833.33349609375,0,0,0
4521326,1,2,34,2,3,2,0,1,2,3,0,0,27,1,54,60,1,4148.14794921875,0,0,0
4521327,1,1,27,1,6,2,1,3,1,1,0,1,36,1,44,30,5,4781.4990234375,0,0,0
4521327,1,2,30,2,6,2,0,3,1,2,0,1,30,1,13,81,5,19444.4453125,0,0,0
4521328,1,1,47,1,6,2,1,3,1,1,0,1,50,1,45,144,5,11200,0,0,0
4521328,1,2,39,2,6,2,0,3,2,1,1,0,40,1,39,204,1,8662.18924076107,0,0,0
4521330,1,1,46,1,4,2,1,3,2,3,1,0,48,1,81,120,1,7352.37181990032,0,0,0
4521330,1,2,36,2,5,2,0,3,2,3,1,0,48,1,79,82,1,4930.55275212842,0,0,0
4521331,1,1,61,1,3,2,0,1,2,3,0,0,40,1,45,0,2,1750,0,0,0
4521331,1,2,37,3,4,2,1,1,2,3,0,0,60,1,81,0,2,2868.8994140625,0,0,0
4521332,1,1,36,1,6,2,1,1,2,3,0,0,56,1,45,18,1,3073.82080078125,0,0,0
4521332,1,2,22,2,5,2,0,1,2,,0,0,36,1,54,36,1,5185.18505859375,0,0,0
4521334,1,2,45,3,5,2,1,2,1,1,0,1,60,1,58,4,5,2868.8994140625,0,0,0
4521335,1,2,23,2,6,2,0,2,2,1,1,0,40,1,45,24,1,1123.9173214296,0,0,0
4521336,1,1,33,1,5,2,0,2,1,1,0,1,45,1,59,3,5,8296.2958984375,0,0,0
4521336,1,3,64,5,3,2,1,2,2,3,1,0,63,1,41,240,3,5090.85675580822,0,0,0
4521337,1,1,45,1,5,2,1,2,2,1,1,0,48,1,84,240,1,3060.18434244462,0,0,0
4521337,1,2,44,2,5,2,0,2,1,1,0,1,48,1,33,180,4,3586.12426757812,0,0,0
4521338,1,1,33,1,5,2,0,2,1,1,0,1,24,1,39,4,5,5347.22216796875,0,0,0
4521338,1,2,39,2,4,2,1,2,2,1,1,0,24,1,98,60,2,2362.42711104313,0,0,0
4521339,1,1,35,1,6,1,1,2,2,3,1,0,48,1,81,12,1,3243.50854810001,0,0,0
4521340,1,1,42,1,5,2,0,3,1,1,0,1,48,1,39,1,5,3586.12426757812,0,0,0
4521340,1,2,40,2,6,2,1,3,2,3,1,0,35,1,41,2,2,11523.4025135871,0,0,0
4521342,1,1,24,1,4,2,1,1,1,1,0,1,84,1,42,6,5,2361.11108398438,0,0,0
4521343,1,1,48,1,3,2,0,3,2,1,1,0,48,1,55,360,1,8858.84779145162,0,649191,0
4521343,1,2,22,3,6,2,0,3,1,1,0,1,48,1,33,24,4,4131.9443359375,0,0,0
4521343,2,3,58,3,5,2,1,3,2,3,1,0,40,1,37,18,1,7744.20761651381,0,0,0
4521343,2,4,53,3,5,2,1,3,2,1,1,0,40,1,87,240,1,4916.81773005578,0,0,0
4521343,2,5,23,4,6,2,1,3,1,1,0,1,48,1,44,30,3,5755.30567759614,0,0,0
4521343,2,6,73,5,1,2,1,3,2,3,1,0,12,1,45,18,1,6058.28423600572,0,0,0
4521344,1,1,37,1,3,2,1,1,2,3,0,0,40,1,97,120,2,4083.33325195312,0,0,0
4521345,1,1,66,1,3,2,1,2,2,3,1,0,36,1,87,180,1,4664.264836028,0,0,0
4521345,1,2,47,2,3,2,0,2,2,3,0,0,56,1,54,36,2,2500,0,0,0
4521346,1,1,26,1,6,2,1,1,2,,0,0,63,1,45,5,2,2962.962890625,0,0,0
4521346,1,2,23,2,5,2,0,1,2,,0,0,45,1,54,1,1,1037.03698730469,0,0,0
4521347,1,1,45,1,4,2,0,3,2,1,1,0,50,1,18,82,1,7038.10871332378,0,0,0
4521347,1,2,27,3,5,2,1,3,2,3,1,0,50,1,18,36,1,8517.99993736346,0,0,0
4521347,1,3,25,3,6,2,0,3,1,1,0,1,40,1,11,36,4,4303.34912109375,0,0,0
4521348,1,1,26,1,5,2,1,1,2,,0,0,48,1,53,3,3,3888.88891601562,0,0,0
4521351,1,1,33,1,6,2,1,3,1,2,0,1,70,1,58,144,5,5666.66650390625,0,0,0
4521351,1,2,30,2,6,2,0,3,1,1,0,1,48,1,11,18,5,4861.111328125,0,0,0
4521352,1,1,30,1,5,2,1,2,1,1,0,1,72,1,58,108,5,7129.62939453125,0,0,0
4521353,1,1,22,1,4,2,0,1,2,3,0,0,56,1,53,3,2,3750,0,0,0
4521355,1,1,41,1,3,2,0,1,2,1,0,0,8,1,55,60,2,2215.49179511177,0,8e+05,0
4521361,1,1,37,1,3,2,1,3,2,3,0,0,56,1,77,0,2,6250,0,0,0
4521361,1,2,36,2,3,2,0,3,2,3,0,0,54,1,53,6,3,2160.49389648438,0,0,0
4521362,1,1,40,1,5,1,0,2,2,3,1,0,18,1,5,8,1,8326.87960763054,0,0,0
4521363,1,1,63,1,6,2,0,2,2,1,0,0,30,1,53,2,2,2488.88891601562,0,0,0
4521363,1,2,32,3,6,2,1,2,2,,0,0,60,1,53,2,2,3500,0,0,0
4521367,1,1,52,1,5,2,1,3,2,1,1,0,72,1,98,13,1,2599.027995193,0,0,0
4521367,1,2,48,2,5,2,0,3,1,1,0,1,45,1,54,18,1,7259.25927734375,0,0,0
4521367,1,3,30,3,6,2,0,3,1,1,0,1,8,1,33,6,4,11666.6669921875,0,0,0
4521369,1,1,32,1,6,2,0,2,2,1,0,0,48,1,45,8,2,3888.88891601562,0,0,0
4521371,1,1,41,1,5,2,0,2,2,3,1,0,60,1,39,120,1,2679.69556881785,0,0,0
4521371,1,3,22,3,5,2,1,2,2,3,0,0,48,1,53,24,4,4824.14756300662,0,0,0
4521373,1,1,54,1,4,2,1,2,1,1,0,1,48,1,84,156,5,5420.138671875,0,0,0
4521373,1,2,47,2,4,2,0,2,1,1,0,1,48,1,90,12,5,3586.12426757812,0,0,0
4521374,1,1,50,1,6,2,1,5,1,1,0,1,55,1,11,16,5,59393.9375,0,0,0
4521374,1,2,50,2,6,2,0,5,1,1,0,1,70,1,42,3,5,10000,0,0,0
4521375,1,1,42,1,6,2,0,5,1,1,0,1,48,1,21,180,5,12881.9443359375,0,0,0
4521377,1,1,40,1,5,2,1,2,1,1,0,1,48,1,37,13,2,3586.12426757812,0,0,0
4521381,1,1,47,1,6,2,0,2,1,1,0,1,48,1,34,144,5,9370.57001830996,0,0,0
4521382,1,1,39,1,6,2,1,2,2,1,0,0,14,1,36,11,5,18333.333984375,0,0,0
4521382,1,2,24,2,6,2,0,2,1,1,0,1,48,1,59,7,5,4131.9443359375,0,0,0
4521384,1,1,24,1,5,2,1,2,1,1,0,1,48,1,39,48,2,3586.12426757812,0,0,0
4521390,1,1,54,1,5,2,0,2,2,3,1,0,30,1,55,10,1,4679.65799273767,0,0,0
4521391,1,2,24,4,6,2,1,2,1,1,0,1,48,1,38,18,5,3586.12426757812,0,0,0
4521392,1,1,25,1,5,2,1,2,1,1,0,1,48,1,58,12,5,3586.12426757812,0,0,0
4521392,1,2,23,2,6,2,0,2,2,1,0,0,63,1,53,1,2,2074.07397460938,0,0,0
4521393,1,1,60,1,4,2,1,2,2,3,1,0,60,1,45,60,1,3793.43456042189,0,0,0
4521393,1,2,56,2,3,2,0,2,2,3,1,0,40,1,41,120,1,3224.17456387675,0,0,0
4521394,1,1,41,1,6,2,1,3,1,1,0,1,40,1,2,36,5,16851.4824859256,0,0,0
4521394,1,2,39,2,6,2,0,3,1,1,1,1,40,1,39,12,5,12067.2074741305,0,0,0
4521394,1,5,54,5,6,2,1,3,1,1,0,1,48,1,5,240,5,15753.3334605227,0,0,0
4521394,1,6,54,5,6,1,0,3,1,2,0,1,40,1,13,25,5,13235.9819715572,0,0,0
4521395,1,3,40,5,6,2,1,3,1,1,0,1,40,1,39,30,5,7583.33349609375,0,0,0
4521395,1,4,40,9,6,2,0,3,1,1,0,1,40,1,11,60,5,35000,0,0,0
4521395,1,5,51,5,6,2,1,3,1,1,0,1,40,1,13,1,5,8166.66650390625,0,0,0
4521396,1,3,29,3,6,2,1,3,1,1,0,1,48,1,8,10,5,12152.77734375,0,0,0
4521396,1,4,48,3,6,2,1,3,1,1,0,1,48,1,30,256,5,10208.3330078125,0,0,0
4521397,1,1,35,1,6,2,0,2,1,1,0,1,48,1,11,120,4,4861.111328125,0,0,0
4521398,1,2,43,3,5,2,0,2,1,1,0,1,48,1,97,1,4,3586.12426757812,0,0,0
4521398,1,3,20,4,5,2,0,2,1,1,0,1,48,1,45,7,2,3586.12426757812,0,0,0
4521399,1,1,30,1,5,2,1,3,2,3,0,0,40,1,53,18,2,9771.38826273621,0,0,0
4521399,1,2,30,2,5,2,0,3,1,1,0,1,48,1,30,36,5,4861.111328125,0,0,0
4521399,1,4,33,9,5,2,0,3,2,1,0,0,8,1,53,0,2,1166.66662597656,0,0,0
4521403,1,1,34,1,5,2,1,2,2,3,1,0,60,1,45,180,1,4196.30433820443,0,0,0
4521404,1,4,41,3,5,2,1,3,1,1,0,1,40,1,98,120,2,6333.9482045679,0,0,0
4521404,1,5,36,9,5,2,0,3,2,1,0,0,40,1,36,6,2,1750,0,0,0
4521404,1,7,64,5,5,2,0,3,3,1,0,1,48,1,79,120,4,3888.88891601562,0,8e+05,0
4521405,1,1,37,1,6,1,1,3,1,1,0,1,48,1,13,84,5,16102.5957995135,0,0,0
4521407,1,2,29,2,1,2,1,2,2,,0,0,66,1,81,24,4,3535.353515625,0,0,0
4521407,1,4,21,9,3,2,1,2,2,,0,0,40,1,97,1,3,5833.33349609375,0,0,0
4521408,1,1,41,1,6,2,1,3,1,1,0,1,60,1,98,24,5,6611.111328125,0,0,0
4521408,1,2,40,2,5,2,0,3,1,1,0,1,50,1,21,36,4,6066.66650390625,0,0,0
4521408,1,3,21,3,6,2,1,3,1,1,0,1,40,1,39,6,5,6416.66650390625,0,0,0
4521408,1,4,20,3,5,2,0,3,1,1,0,1,48,1,39,6,4,3586.12426757812,0,0,0
4521411,1,1,43,1,6,2,0,3,1,1,0,1,48,1,33,250,4,7291.66650390625,0,0,0
4521411,1,2,21,3,5,2,1,3,1,1,0,1,48,1,45,15,4,5347.22216796875,0,0,0
4521412,1,1,56,1,6,2,1,4,1,1,0,1,50,1,21,300,4,21562.9583340108,0,0,0
4521413,1,1,60,1,6,2,1,4,1,1,1,1,48,1,81,420,1,16437.6887680385,0,0,0
4521413,1,2,53,2,6,2,0,4,1,1,0,1,48,1,32,324,5,68055.5546875,0,0,0
4521413,1,3,26,3,5,2,1,4,1,1,0,1,48,1,81,124,4,3586.12426757812,0,0,0
4521413,1,4,29,3,6,2,0,4,1,1,0,1,48,1,6,58,5,6805.5556640625,0,0,0
4521416,1,1,43,1,5,2,1,2,2,1,0,0,45,1,45,300,2,7106.09921833647,0,0,0
4521416,1,2,37,2,6,2,0,2,1,1,0,1,48,1,39,144,4,4861.111328125,0,0,0
4521417,1,1,26,1,6,2,1,3,1,1,1,1,18,1,13,10,5,17412.9439056122,0,0,0
4521417,1,2,26,2,6,2,0,3,1,1,0,1,40,1,7,1,4,12250,0,0,0
4521421,1,1,42,1,5,2,0,2,1,1,0,1,45,1,39,96,4,4666.66650390625,0,0,0
4521421,1,2,24,3,6,2,0,2,2,1,1,0,42,1,18,7,3,4269.99152507806,0,0,0
4521422,1,1,31,1,5,2,1,3,2,1,1,0,45,1,38,48,1,7821.34913376344,0,0,0
4521422,1,2,31,2,5,2,0,3,1,1,0,1,50,1,39,48,5,3442.67944335938,0,0,0
4521423,1,1,25,1,6,2,1,1,1,1,0,1,70,1,3,2,5,2459.056640625,0,0,0
4521424,1,1,63,1,4,2,1,3,3,1,0,1,48,1,58,6,4,4861.111328125,0,9e+05,0
4521425,1,1,33,1,5,2,0,3,1,1,0,1,48,1,45,13,2,6319.4443359375,0,0,0
4521427,1,1,58,1,3,2,1,3,1,1,1,1,48,1,93,180,1,6378.64580549409,0,0,0
4521427,1,2,38,5,4,2,1,3,1,1,0,1,60,1,58,36,5,3772.22216796875,0,0,0
4521427,1,3,56,9,3,2,0,3,1,1,0,1,48,1,54,12,1,3888.88891601562,0,0,0
4521428,1,2,30,5,6,2,0,3,1,1,0,1,48,1,39,72,5,14583.3330078125,0,0,0
4521429,1,1,27,1,5,2,1,1,1,1,0,1,65,1,37,24,5,3589.74365234375,0,0,0
4521432,1,1,37,1,5,2,1,1,2,3,1,0,56,1,3,24,1,1085.01957729997,0,0,0
4521433,1,2,24,2,5,2,0,3,2,1,0,0,70,1,45,9,2,2762.52922049045,0,0,0
4521435,1,1,43,1,6,2,0,3,2,1,0,0,40,1,13,12,3,11865.1209315473,166666.666666667,0,0
4521435,1,2,38,5,6,2,1,3,2,1,0,0,60,1,21,3,2,7540.42725462206,0,0,0
4521436,1,1,30,1,6,2,1,3,1,1,1,1,30,1,3,96,1,13229.3126315936,0,0,0
4521437,1,1,57,1,4,2,1,3,1,1,0,1,54,1,45,30,4,3187.666015625,0,0,0
4521437,1,2,21,3,6,2,0,3,2,1,0,0,40,1,3,4,5,4303.34912109375,0,0,0
4521438,1,1,48,1,6,2,1,3,1,1,0,1,48,1,70,60,3,10694.4443359375,0,0,1e+06
4521438,1,2,40,2,6,2,0,3,1,1,0,1,48,1,21,85,3,9236.111328125,0,0,0
4521439,1,1,25,1,6,2,0,3,2,,0,0,8,1,59,5,4,9625,0,0,550000
4521440,1,1,63,1,6,2,1,3,3,1,0,1,50,1,9,60,4,12955.3705510822,0,0,0
4521440,1,2,56,2,6,2,0,3,1,1,0,1,40,1,9,72,5,15302.0559640526,0,0,0
4521440,1,3,30,3,6,2,1,3,1,1,0,1,40,1,30,60,5,13480.6726382558,0,0,0
4521449,1,2,58,2,3,2,1,2,1,1,0,1,48,1,95,3,4,3888.88891601562,0,0,0
4521449,1,3,27,3,6,2,0,2,1,1,0,1,45,1,21,2,4,4666.66650390625,0,0,0
4521449,1,4,23,3,6,2,0,2,1,1,0,1,66,1,59,42,5,2608.09033203125,0,0,0
4521451,1,1,60,1,6,2,0,3,2,1,1,0,40,1,12,96,1,11082.4100305334,0,0,0
4521452,1,1,47,1,3,2,1,2,1,3,1,0,50,1,95,5,1,2837.44815181966,0,0,350000
4521452,1,3,21,3,5,2,1,2,2,1,0,0,50,1,39,1,2,3442.67944335938,0,0,0
4521453,1,1,45,1,4,2,0,2,1,1,0,1,50,1,54,9,1,3442.67944335938,0,0,0
4521456,1,2,36,3,6,2,1,2,1,1,0,1,48,1,37,30,5,3888.88891601562,0,0,520000
4521456,1,3,36,9,6,2,0,2,1,1,0,1,48,1,39,2,5,3921.21193630353,0,0,0
4521456,1,6,65,5,3,2,1,2,3,1,1,1,18,1,34,24,2,3909.33006350349,0,649191,0
